Start,Target,Distance
Irkutsk,Hobart,3356
Irkutsk,Hong Kong,3452
Irkutsk,Iquique,4596
Irkutsk,Irkutsk,0
Irkutsk,Jakarta,5134
Irkutsk,Johannesburg,6795
Irkutsk,Kingston,4554
Irkutsk,Kinshasa,9573
Irkutsk,Kuala Lumpur,5399
Irkutsk,La Paz,5096
Irkutsk,Leeds,6264
Irkutsk,Lima,5089
Irkutsk,Lisbon,6991
Irkutsk,Liverpool,6198
Irkutsk,London,6470
Irkutsk,Lyons,6733
Irkutsk,Madrid,7217
Irkutsk,Manchester,6235
Irkutsk,Manila,4462
Irkutsk,Marseilles,6876
Irkutsk,Mazatln,3249
Irkutsk,Mecca,6446
Irkutsk,Melbourne,3521
Irkutsk,Mexico City,3694
Irkutsk,Milan,6494
Irkutsk,Montevideo,4257
Irkutsk,Moscow,4224
Irkutsk,Munich,6102
Irkutsk,Nagasaki,3002
Irkutsk,Nagoya,3137
Irkutsk,Nairobi,8399
Irkutsk,Nanjing (Nanking),2506
Irkutsk,Naples,6572
Irkutsk,New Delhi,3474
Irkutsk,Newcastle-on-Tyne,6173
Irkutsk,Odessa,5153
Irkutsk,Osaka,3172
Irkutsk,Oslo,5399
Irkutsk,Panama City,5358
Irkutsk,Paramaribo,6860
Irkutsk,Paris,6611
Irkutsk,Perth,2481
Irkutsk,Plymouth,6354
Irkutsk,Port Moresby,6187
Irkutsk,Prague,5820
Irkutsk,Rangoon,4045
Irkutsk,Reykjavk,4628
Irkutsk,Rio de Janeiro,6090
Irkutsk,Rome,6603
Irkutsk,Salvador,7277
Irkutsk,Santiago,3421
Irkutsk,St. Petersburg,4433
Irkutsk,So Paulo,5814
Irkutsk,Shanghai,2735
Irkutsk,Singapore,5689
Irkutsk,Sofia,5874
Irkutsk,Stockholm,5051
Irkutsk,Sydney,4209
Irkutsk,Tananarive,6158
Irkutsk,Teheran,4503
Irkutsk,Tokyo,3343
Irkutsk,Tripoli,7272
Irkutsk,Venice,6320
Irkutsk,Veracruz,3758
Irkutsk,Vienna,5879
Irkutsk,Vladivostok,2298
Irkutsk,Warsaw,5337
Irkutsk,Wellington,5275
Irkutsk,Zrich,6388
Jakarta,Aberdeen,10218
Jakarta,Adelaide,4544
Jakarta,Algiers,10789
Jakarta,Amsterdam,10270
Jakarta,Ankara,8195
Jakarta,Asuncin,5623
Jakarta,Athens,8978
Jakarta,Auckland,7636
Jakarta,Bangkok,1055
Jakarta,Barcelona,10676
Jakarta,Beijing,3839
Jakarta,Belm,6476
Jakarta,Belfast,10150
Jakarta,Belgrade,9223
Jakarta,Berlin,9684
Jakarta,Birmingham,10466
Jakarta,Bogot,3585
Jakarta,Bombay,3945
Jakarta,Bordeaux,10788
Jakarta,Bremen,9981
Jakarta,Brisbane,5514
Jakarta,Bristol,10441
Jakarta,Brussels,10335
Jakarta,Bucharest,8716
Jakarta,Budapest,9277
Jakarta,Buenos Aires,5851
Jakarta,Cairo,8249
Jakarta,Calcutta,2658
Jakarta,Canton,2076
Jakarta,Cape Town,9468
Jakarta,Caracas,4344
Jakarta,Cayenne,6012
Jakarta,Chihuahua,2469
Jakarta,Chongqing,2590
Jakarta,Copenhagen,9704
Jakarta,Crdoba,5214
Jakarta,Dakar,9751
Jakarta,Darwin,2722
Jakarta,Djibouti,6955
Jakarta,Dublin,10140
Jakarta,Durban,8312
Jakarta,Edinburgh,10273
Jakarta,Frankfurt,10041
Jakarta,Georgetown,5339
Jakarta,Glasgow,10210
Jakarta,Guatemala City,1989
Jakarta,Guayaquil,3018
Jakarta,Hamburg,9872
Jakarta,Hammerfest,9105
Jakarta,Havana,3249
Jakarta,Helsinki,8942
Jakarta,Hobart,5681
Jakarta,Hong Kong,1962
Jakarta,Iquique,4159
Jakarta,Irkutsk,5134
Jakarta,Jakarta,0
Jakarta,Johannesburg,8518
Jakarta,Kingston,3494
Jakarta,Kinshasa,10102
Jakarta,Kuala Lumpur,618
Jakarta,La Paz,4312
Jakarta,Leeds,10446
Jakarta,Lima,3277
Jakarta,Lisbon,10151
Jakarta,Liverpool,10343
Jakarta,London,10564
Jakarta,Lyons,10443
Jakarta,Madrid,10659
Jakarta,Manchester,10396
Jakarta,Manila,1789
Jakarta,Marseilles,10443
Jakarta,Mazatln,1886
Jakarta,Mecca,7382
Jakarta,Melbourne,5189
Jakarta,Mexico City,1630
Jakarta,Milan,10094
Jakarta,Montevideo,6041
Jakarta,Moscow,8137
Jakarta,Munich,9866
Jakarta,Nagasaki,3779
Jakarta,Nagoya,4494
Jakarta,Nairobi,7773
Jakarta,Nanjing (Nanking),3163
Jakarta,Naples,9759
Jakarta,New Delhi,3953
Jakarta,Newcastle-on-Tyne,10407
Jakarta,Odessa,8438
Jakarta,Osaka,4308
Jakarta,Oslo,9756
Jakarta,Panama City,3006
Jakarta,Paramaribo,5676
Jakarta,Paris,10531
Jakarta,Perth,2977
Jakarta,Plymouth,10322
Jakarta,Port Moresby,4563
Jakarta,Prague,9635
Jakarta,Rangoon,1619
Jakarta,Reykjavk,9145
Jakarta,Rio de Janeiro,7013
Jakarta,Rome,9902
Jakarta,Salvador,7499
Jakarta,Santiago,4784
Jakarta,St. Petersburg,8647
Jakarta,So Paulo,6696
Jakarta,Shanghai,3173
Jakarta,Singapore,645
Jakarta,Sofia,8994
Jakarta,Stockholm,9316
Jakarta,Sydney,5518
Jakarta,Tananarive,6541
Jakarta,Teheran,6475
Jakarta,Tokyo,4680
Jakarta,Tripoli,9952
Jakarta,Venice,9854
Jakarta,Veracruz,1825
Jakarta,Vienna,9518
Jakarta,Vladivostok,4808
Jakarta,Warsaw,9158
Jakarta,Wellington,7721
Jakarta,Zrich,10117
Johannesburg,Aberdeen,4061
Johannesburg,Adelaide,10025
Johannesburg,Algiers,2663
Johannesburg,Amsterdam,3522
Johannesburg,Ankara,1542
Johannesburg,Asuncin,2903
Johannesburg,Athens,1357
Johannesburg,Auckland,12194
Johannesburg,Bangkok,7567
Johannesburg,Barcelona,2878
Johannesburg,Beijing,8024
Johannesburg,Belm,3486
Johannesburg,Belfast,3655
Johannesburg,Belgrade,2170
Johannesburg,Berlin,3175
Johannesburg,Birmingham,3671
Johannesburg,Bogot,5432
Johannesburg,Bombay,4573
Johannesburg,Bordeaux,3238
Johannesburg,Bremen,3460
Johannesburg,Brisbane,11685
Johannesburg,Bristol,3557
Johannesburg,Brussels,3404
Johannesburg,Bucharest,2021
Johannesburg,Budapest,2481
Johannesburg,Buenos Aires,2994
Johannesburg,Cairo,530
Johannesburg,Calcutta,6029
Johannesburg,Canton,8383
Johannesburg,Cape Town,1281
Johannesburg,Caracas,4437
Johannesburg,Cayenne,3491
Johannesburg,Chihuahua,7578
Johannesburg,Chongqing,7525
Johannesburg,Copenhagen,3506
Johannesburg,Crdoba,3513
Johannesburg,Dakar,1742
Johannesburg,Darwin,10584
Johannesburg,Djibouti,2271
Johannesburg,Dublin,3530
Johannesburg,Durban,433
Johannesburg,Edinburgh,3857
Johannesburg,Frankfurt,3218
Johannesburg,Georgetown,3837
Johannesburg,Glasgow,3809
Johannesburg,Guatemala City,6532
Johannesburg,Guayaquil,6074
Johannesburg,Hamburg,3380
Johannesburg,Hammerfest,4932
Johannesburg,Havana,5393
Johannesburg,Helsinki,3787
Johannesburg,Hobart,10142
Johannesburg,Hong Kong,8538
Johannesburg,Iquique,4358
Johannesburg,Irkutsk,6795
Johannesburg,Jakarta,8518
Johannesburg,Johannesburg,0
Johannesburg,Kingston,5024
Johannesburg,Kinshasa,2817
Johannesburg,Kuala Lumpur,8127
Johannesburg,La Paz,4252
Johannesburg,Leeds,3773
Johannesburg,Lima,5329
Johannesburg,Lisbon,2206
Johannesburg,Liverpool,3676
Johannesburg,London,3658
Johannesburg,Lyons,3021
Johannesburg,Madrid,2790
Johannesburg,Manchester,3720
Johannesburg,Manila,9521
Johannesburg,Marseilles,2829
Johannesburg,Mazatln,7752
Johannesburg,Mecca,1245
Johannesburg,Melbourne,10304
Johannesburg,Mexico City,7267
Johannesburg,Milan,2736
Johannesburg,Montevideo,2807
Johannesburg,Moscow,3341
Johannesburg,Munich,2921
Johannesburg,Nagasaki,9435
Johannesburg,Nagoya,9818
Johannesburg,Nairobi,2899
Johannesburg,Nanjing (Nanking),8505
Johannesburg,Naples,2070
Johannesburg,New Delhi,4790
Johannesburg,Newcastle-on-Tyne,3856
Johannesburg,Odessa,2248
Johannesburg,Osaka,9799
Johannesburg,Oslo,3968
Johannesburg,Panama City,5703
Johannesburg,Paramaribo,3654
Johannesburg,Paris,3365
Johannesburg,Perth,8272
Johannesburg,Plymouth,3369
Johannesburg,Port Moresby,12382
Johannesburg,Prague,2966
Johannesburg,Rangoon,7011
Johannesburg,Reykjavk,4284
Johannesburg,Rio de Janeiro,1541
Johannesburg,Rome,2263
Johannesburg,Salvador,1827
Johannesburg,Santiago,4110
Johannesburg,St. Petersburg,3720
Johannesburg,So Paulo,1834
Johannesburg,Shanghai,8797
Johannesburg,Singapore,8471
Johannesburg,Sofia,1871
Johannesburg,Stockholm,3757
Johannesburg,Sydney,10998
Johannesburg,Tananarive,2120
Johannesburg,Teheran,2425
Johannesburg,Tokyo,10057
Johannesburg,Tripoli,1643
Johannesburg,Venice,2571
Johannesburg,Veracruz,6919
Johannesburg,Vienna,2669
Johannesburg,Vladivostok,9069
Johannesburg,Warsaw,2959
Johannesburg,Wellington,11755
Johannesburg,Zrich,2932
Kingston,Aberdeen,7391
Kingston,Adelaide,6361
Kingston,Algiers,7403
Kingston,Amsterdam,7248
Kingston,Ankara,4870
Kingston,Asuncin,2145
Kingston,Athens,5596
Kingston,Auckland,9537
Kingston,Bangkok,2590
Kingston,Barcelona,7373
Kingston,Beijing,4532
Kingston,Belm,3575
Kingston,Belfast,7196
Kingston,Belgrade,5984
Kingston,Berlin,6660
Kingston,Birmingham,7451
Kingston,Bogot,1497
Kingston,Bombay,451
Kingston,Bordeaux,7563
Kingston,Bremen,6995
Kingston,Brisbane,7900
Kingston,Bristol,7394
Kingston,Brussels,7261
Kingston,Bucharest,5485
Kingston,Budapest,6110
Kingston,Buenos Aires,2600
Kingston,Cairo,4777
Kingston,Calcutta,1336
Kingston,Canton,3863
Kingston,Cape Town,6027
Kingston,Caracas,1290
Kingston,Cayenne,3020
Kingston,Chihuahua,3286
Kingston,Chongqing,3304
Kingston,Copenhagen,6783
Kingston,Crdoba,1969
Kingston,Dakar,6314
Kingston,Darwin,5815
Kingston,Djibouti,3636
Kingston,Dublin,7146
Kingston,Durban,4835
Kingston,Edinburgh,7362
Kingston,Frankfurt,6967
Kingston,Georgetown,2344
Kingston,Glasgow,7296
Kingston,Guatemala City,1519
Kingston,Guayaquil,1754
Kingston,Hamburg,6880
Kingston,Hammerfest,6841
Kingston,Havana,912
Kingston,Helsinki,6237
Kingston,Hobart,7130
Kingston,Hong Kong,3956
Kingston,Iquique,670
Kingston,Irkutsk,4554
Kingston,Jakarta,3494
Kingston,Johannesburg,5024
Kingston,Kingston,0
Kingston,Kinshasa,6830
Kingston,Kuala Lumpur,3118
Kingston,La Paz,891
Kingston,Leeds,7469
Kingston,Lima,626
Kingston,Lisbon,6784
Kingston,Liverpool,7356
Kingston,London,7523
Kingston,Lyons,7231
Kingston,Madrid,7336
Kingston,Manchester,7413
Kingston,Manila,4715
Kingston,Marseilles,7177
Kingston,Mazatln,3156
Kingston,Mecca,3896
Kingston,Melbourne,6917
Kingston,Mexico City,2453
Kingston,Milan,6871
Kingston,Montevideo,2763
Kingston,Moscow,5344
Kingston,Munich,6735
Kingston,Nagasaki,5538
Kingston,Nagoya,6200
Kingston,Nairobi,4725
Kingston,Nanjing (Nanking),4508
Kingston,Naples,6427
Kingston,New Delhi,1198
Kingston,Newcastle-on-Tyne,7467
Kingston,Odessa,5277
Kingston,Osaka,6080
Kingston,Oslo,6987
Kingston,Panama City,1047
Kingston,Paramaribo,2683
Kingston,Paris,7404
Kingston,Perth,4213
Kingston,Plymouth,7240
Kingston,Port Moresby,7728
Kingston,Prague,6555
Kingston,Rangoon,2076
Kingston,Reykjavk,6602
Kingston,Rio de Janeiro,3521
Kingston,Rome,6592
Kingston,Salvador,4134
Kingston,Santiago,1846
Kingston,St. Petersburg,5954
Kingston,So Paulo,3201
Kingston,Shanghai,4743
Kingston,Singapore,3476
Kingston,Sofia,5709
Kingston,Stockholm,6545
Kingston,Sydney,7523
Kingston,Tananarive,3081
Kingston,Teheran,3168
Kingston,Tokyo,6461
Kingston,Tripoli,6502
Kingston,Venice,6629
Kingston,Veracruz,2075
Kingston,Vienna,6370
Kingston,Vladivostok,5902
Kingston,Warsaw,6143
Kingston,Wellington,9373
Kingston,Zrich,6944
Kinshasa,Aberdeen,6068
Kinshasa,Adelaide,12687
Kinshasa,Algiers,3803
Kinshasa,Amsterdam,5431
Kinshasa,Ankara,4304
Kinshasa,Asuncin,5072
Kinshasa,Athens,3807
Kinshasa,Auckland,15003
Kinshasa,Bangkok,9373
Kinshasa,Barcelona,4297
Kinshasa,Beijing,10654
Kinshasa,Belm,3692
Kinshasa,Belfast,5648
Kinshasa,Belgrade,4513
Kinshasa,Berlin,5353
Kinshasa,Birmingham,5490
Kinshasa,Bogot,6538
Kinshasa,Bombay,6425
Kinshasa,Bordeaux,4712
Kinshasa,Bremen,5517
Kinshasa,Brisbane,14363
Kinshasa,Bristol,5371
Kinshasa,Brussels,5253
Kinshasa,Bucharest,4596
Kinshasa,Budapest,4812
Kinshasa,Buenos Aires,5559
Kinshasa,Cairo,3347
Kinshasa,Calcutta,8090
Kinshasa,Canton,10629
Kinshasa,Cape Town,3281
Kinshasa,Caracas,5773
Kinshasa,Cayenne,4103
Kinshasa,Chihuahua,9916
Kinshasa,Chongqing,9892
Kinshasa,Copenhagen,5701
Kinshasa,Crdoba,5925
Kinshasa,Dakar,1159
Kinshasa,Darwin,12640
Kinshasa,Djibouti,3196
Kinshasa,Dublin,5512
Kinshasa,Durban,3249
Kinshasa,Edinburgh,5813
Kinshasa,Frankfurt,5211
Kinshasa,Georgetown,4763
Kinshasa,Glasgow,5791
Kinshasa,Guatemala City,8293
Kinshasa,Guayaquil,7151
Kinshasa,Hamburg,5484
Kinshasa,Hammerfest,7384
Kinshasa,Havana,7489
Kinshasa,Helsinki,6273
Kinshasa,Hobart,12929
Kinshasa,Hong Kong,10747
Kinshasa,Iquique,6258
Kinshasa,Irkutsk,9573
Kinshasa,Jakarta,10102
Kinshasa,Johannesburg,2817
Kinshasa,Kingston,6830
Kinshasa,Kinshasa,0
Kinshasa,Kuala Lumpur,9561
Kinshasa,La Paz,5940
Kinshasa,Leeds,5622
Kinshasa,Lima,6870
Kinshasa,Lisbon,3846
Kinshasa,Liverpool,5568
Kinshasa,London,5416
Kinshasa,Lyons,4704
Kinshasa,Madrid,4181
Kinshasa,Manchester,5589
Kinshasa,Manila,11541
Kinshasa,Marseilles,4448
Kinshasa,Mazatln,9935
Kinshasa,Mecca,3238
Kinshasa,Melbourne,13039
Kinshasa,Mexico City,9280
Kinshasa,Milan,4607
Kinshasa,Montevideo,5397
Kinshasa,Moscow,6036
Kinshasa,Munich,4974
Kinshasa,Nagasaki,12005
Kinshasa,Nagoya,12486
Kinshasa,Nairobi,2396
Kinshasa,Nanjing (Nanking),11004
Kinshasa,Naples,4039
Kinshasa,New Delhi,7052
Kinshasa,Newcastle-on-Tyne,5740
Kinshasa,Odessa,4908
Kinshasa,Osaka,12438
Kinshasa,Oslo,6172
Kinshasa,Panama City,7098
Kinshasa,Paramaribo,4431
Kinshasa,Paris,5077
Kinshasa,Perth,10738
Kinshasa,Plymouth,5219
Kinshasa,Port Moresby,14557
Kinshasa,Prague,5151
Kinshasa,Rangoon,8899
Kinshasa,Reykjavk,6715
Kinshasa,Rio de Janeiro,3636
Kinshasa,Rome,4164
Kinshasa,Salvador,2704
Kinshasa,Santiago,6561
Kinshasa,St. Petersburg,6290
Kinshasa,So Paulo,3961
Kinshasa,Shanghai,11285
Kinshasa,Singapore,9818
Kinshasa,Sofia,4323
Kinshasa,Stockholm,6120
Kinshasa,Sydney,13735
Kinshasa,Tananarive,3839
Kinshasa,Teheran,5092
Kinshasa,Tokyo,12738
Kinshasa,Tripoli,3164
Kinshasa,Venice,4577
Kinshasa,Veracruz,8903
Kinshasa,Vienna,4889
Kinshasa,Vladivostok,11808
Kinshasa,Warsaw,5360
Kinshasa,Wellington,14551
Kinshasa,Zrich,4829
Kuala Lumpur,Aberdeen,10150
Kuala Lumpur,Adelaide,5116
Kuala Lumpur,Algiers,10505
Kuala Lumpur,Amsterdam,10141
Kuala Lumpur,Ankara,7935
Kuala Lumpur,Asuncin,5263
Kuala Lumpur,Athens,8692
Kuala Lumpur,Auckland,8242
Kuala Lumpur,Bangkok,1080
Kuala Lumpur,Barcelona,10437
Kuala Lumpur,Beijing,4246
Kuala Lumpur,Belm,5907
Kuala Lumpur,Belfast,10042
Kuala Lumpur,Belgrade,9006
Kuala Lumpur,Berlin,9548
Kuala Lumpur,Birmingham,10340
Kuala Lumpur,Bogot,3025
Kuala Lumpur,Bombay,3568
Kuala Lumpur,Bordeaux,10586
Kuala Lumpur,Bremen,9861
Kuala Lumpur,Brisbane,6130
Kuala Lumpur,Bristol,10305
Kuala Lumpur,Brussels,10188
Kuala Lumpur,Bucharest,8498
Kuala Lumpur,Budapest,9088
Kuala Lumpur,Buenos Aires,5600
Kuala Lumpur,Cairo,7896
Kuala Lumpur,Calcutta,2503
Kuala Lumpur,Canton,2545
Kuala Lumpur,Cape Town,9144
Kuala Lumpur,Caracas,3841
Kuala Lumpur,Cayenne,5460
Kuala Lumpur,Chihuahua,2784
Kuala Lumpur,Chongqing,2900
Kuala Lumpur,Copenhagen,9601
Kuala Lumpur,Crdoba,4954
Kuala Lumpur,Dakar,9272
Kuala Lumpur,Darwin,3335
Kuala Lumpur,Djibouti,6450
Kuala Lumpur,Dublin,10019
Kuala Lumpur,Durban,7953
Kuala Lumpur,Edinburgh,10179
Kuala Lumpur,Frankfurt,9892
Kuala Lumpur,Georgetown,4799
Kuala Lumpur,Glasgow,10115
Kuala Lumpur,Guatemala City,1692
Kuala Lumpur,Guayaquil,2434
Kuala Lumpur,Hamburg,9749
Kuala Lumpur,Hammerfest,9165
Kuala Lumpur,Havana,3030
Kuala Lumpur,Helsinki,8891
Kuala Lumpur,Hobart,6237
Kuala Lumpur,Hong Kong,2461
Kuala Lumpur,Iquique,3788
Kuala Lumpur,Irkutsk,5399
Kuala Lumpur,Jakarta,618
Kuala Lumpur,Johannesburg,8127
Kuala Lumpur,Kingston,3118
Kuala Lumpur,Kinshasa,9561
Kuala Lumpur,Kuala Lumpur,0
Kuala Lumpur,La Paz,3881
Kuala Lumpur,Leeds,10333
Kuala Lumpur,Lima,2816
Kuala Lumpur,Lisbon,9877
Kuala Lumpur,Liverpool,10226
Kuala Lumpur,London,10430
Kuala Lumpur,Lyons,10244
Kuala Lumpur,Madrid,10410
Kuala Lumpur,Manchester,10281
Kuala Lumpur,Manila,2404
Kuala Lumpur,Marseilles,10220
Kuala Lumpur,Mazatln,2210
Kuala Lumpur,Mecca,6955
Kuala Lumpur,Melbourne,5763
Kuala Lumpur,Mexico City,1729
Kuala Lumpur,Milan,9888
Kuala Lumpur,Montevideo,5782
Kuala Lumpur,Moscow,8052
Kuala Lumpur,Munich,9694
Kuala Lumpur,Nagasaki,4330
Kuala Lumpur,Nagoya,5055
Kuala Lumpur,Nairobi,7210
Kuala Lumpur,Nanjing (Nanking),3636
Kuala Lumpur,Naples,9502
Kuala Lumpur,New Delhi,3749
Kuala Lumpur,Newcastle-on-Tyne,10306
Kuala Lumpur,Odessa,8245
Kuala Lumpur,Osaka,4872
Kuala Lumpur,Oslo,9699
Kuala Lumpur,Panama City,2499
Kuala Lumpur,Paramaribo,5130
Kuala Lumpur,Paris,10366
Kuala Lumpur,Perth,3421
Kuala Lumpur,Plymouth,10172
Kuala Lumpur,Port Moresby,5155
Kuala Lumpur,Prague,9480
Kuala Lumpur,Rangoon,1531
Kuala Lumpur,Reykjavk,9139
Kuala Lumpur,Rio de Janeiro,6600
Kuala Lumpur,Rome,9656
Kuala Lumpur,Salvador,7003
Kuala Lumpur,Santiago,4589
Kuala Lumpur,St. Petersburg,8596
Kuala Lumpur,So Paulo,6294
Kuala Lumpur,Shanghai,3679
Kuala Lumpur,Singapore,378
Kuala Lumpur,Sofia,8756
Kuala Lumpur,Stockholm,9252
Kuala Lumpur,Sydney,6116
Kuala Lumpur,Tananarive,6096
Kuala Lumpur,Teheran,6211
Kuala Lumpur,Tokyo,5251
Kuala Lumpur,Tripoli,9621
Kuala Lumpur,Venice,9646
Kuala Lumpur,Veracruz,1796
Kuala Lumpur,Vienna,9338
Kuala Lumpur,Vladivostok,5308
Kuala Lumpur,Warsaw,9020
Kuala Lumpur,Wellington,8314
Kuala Lumpur,Zrich,9931
La Paz,Aberdeen,7031
La Paz,Adelaide,7193
La Paz,Algiers,6744
La Paz,Amsterdam,6802
La Paz,Ankara,4310
La Paz,Asuncin,1495
La Paz,Athens,4970
La Paz,Auckland,10319
La Paz,Bangkok,3458
La Paz,Barcelona,6773
La Paz,Beijing,5300
La Paz,Belm,2746
La Paz,Belfast,6784
La Paz,Belgrade,5454
La Paz,Berlin,6231
La Paz,Birmingham,7003
La Paz,Bogot,1478
La Paz,Bombay,543
La Paz,Bordeaux,7006
La Paz,Bremen,6575
La Paz,Brisbane,8762
La Paz,Bristol,6933
La Paz,Brussels,6790
La Paz,Bucharest,4974
La Paz,Budapest,5621
La Paz,Buenos Aires,2244
La Paz,Cairo,4063
La Paz,Calcutta,2204
La Paz,Canton,4748
La Paz,Cape Town,5337
La Paz,Caracas,675
La Paz,Cayenne,2186
La Paz,Chihuahua,4140
La Paz,Chongqing,4148
La Paz,Copenhagen,6400
La Paz,Crdoba,1720
La Paz,Dakar,5452
La Paz,Darwin,6702
La Paz,Djibouti,2745
La Paz,Dublin,6718
La Paz,Durban,4109
La Paz,Edinburgh,6965
La Paz,Frankfurt,6504
La Paz,Georgetown,1547
La Paz,Glasgow,6900
La Paz,Guatemala City,2377
La Paz,Guayaquil,2005
La Paz,Hamburg,6461
La Paz,Hammerfest,6727
La Paz,Havana,1684
La Paz,Helsinki,5974
La Paz,Hobart,7900
La Paz,Hong Kong,4845
La Paz,Iquique,499
La Paz,Irkutsk,5096
La Paz,Jakarta,4312
La Paz,Johannesburg,4252
La Paz,Kingston,891
La Paz,Kinshasa,5940
La Paz,Kuala Lumpur,3881
La Paz,La Paz,0
La Paz,Leeds,7039
La Paz,Lima,1078
La Paz,Lisbon,6150
La Paz,Liverpool,6924
La Paz,London,7061
La Paz,Lyons,6687
La Paz,Madrid,6723
La Paz,Manchester,6981
La Paz,Manila,5603
La Paz,Marseilles,6603
La Paz,Mazatln,4041
La Paz,Mecca,3075
La Paz,Melbourne,7728
La Paz,Mexico City,3345
La Paz,Milan,6329
La Paz,Montevideo,2362
La Paz,Moscow,5084
La Paz,Munich,6248
La Paz,Nagasaki,6383
La Paz,Nagoya,7025
La Paz,Nairobi,3849
La Paz,Nanjing (Nanking),5347
La Paz,Naples,5825
La Paz,New Delhi,1624
La Paz,Newcastle-on-Tyne,7054
La Paz,Odessa,4820
La Paz,Osaka,6913
La Paz,Oslo,6666
La Paz,Panama City,1476
La Paz,Paramaribo,1864
La Paz,Paris,6901
La Paz,Perth,5055
La Paz,Plymouth,6765
La Paz,Port Moresby,8617
La Paz,Prague,6101
La Paz,Rangoon,2961
La Paz,Reykjavk,6392
La Paz,Rio de Janeiro,2719
La Paz,Rome,6002
La Paz,Salvador,3248
La Paz,Santiago,1904
La Paz,St. Petersburg,5709
La Paz,So Paulo,2418
La Paz,Shanghai,5593
La Paz,Singapore,4219
La Paz,Sofia,5156
La Paz,Stockholm,6241
La Paz,Sydney,8353
La Paz,Tananarive,2229
La Paz,Teheran,2704
La Paz,Tokyo,7287
La Paz,Tripoli,5798
La Paz,Venice,6091
La Paz,Veracruz,2967
La Paz,Vienna,5884
La Paz,Vladivostok,6663
La Paz,Warsaw,5736
La Paz,Wellington,10120
La Paz,Zrich,6429
Leeds,Aberdeen,504
Leeds,Adelaide,9391
Leeds,Algiers,1889
Leeds,Amsterdam,256
Leeds,Ankara,2813
Leeds,Asuncin,5565
Leeds,Athens,2447
Leeds,Auckland,9989
Leeds,Bangkok,9393
Leeds,Barcelona,1364
Leeds,Beijing,7946
Leeds,Belm,7217
Leeds,Belfast,297
Leeds,Belgrade,1697
Leeds,Berlin,811
Leeds,Birmingham,134
Leeds,Bogot,8492
Leeds,Bombay,7082
Leeds,Bordeaux,997
Leeds,Bremen,475
Leeds,Brisbane,10652
Leeds,Bristol,251
Leeds,Brussels,382
Leeds,Bucharest,2105
Leeds,Budapest,1454
Leeds,Buenos Aires,4871
Leeds,Cairo,3531
Leeds,Calcutta,7832
Leeds,Canton,9241
Leeds,Cape Town,2585
Leeds,Caracas,7506
Leeds,Cayenne,7122
Leeds,Chihuahua,8435
Leeds,Chongqing,8328
Leeds,Copenhagen,745
Leeds,Crdoba,5501
Leeds,Dakar,4562
Leeds,Darwin,11270
Leeds,Djibouti,5976
Leeds,Dublin,323
Leeds,Durban,3557
Leeds,Edinburgh,260
Leeds,Frankfurt,573
Leeds,Georgetown,7289
Leeds,Glasgow,292
Leeds,Guatemala City,8663
Leeds,Guayaquil,9044
Leeds,Hamburg,589
Leeds,Hammerfest,2180
Leeds,Havana,7315
Leeds,Helsinki,1610
Leeds,Hobart,8857
Leeds,Hong Kong,9434
Leeds,Iquique,6869
Leeds,Irkutsk,6264
Leeds,Jakarta,10446
Leeds,Johannesburg,3773
Leeds,Kingston,7469
Leeds,Kinshasa,5622
Leeds,Kuala Lumpur,10333
Leeds,La Paz,7039
Leeds,Leeds,0
Leeds,Lima,8006
Leeds,Lisbon,1793
Leeds,Liverpool,115
Leeds,London,242
Leeds,Lyons,918
Leeds,Madrid,1475
Leeds,Manchester,58
Leeds,Manila,10536
Leeds,Marseilles,1175
Leeds,Mazatln,8892
Leeds,Mecca,4812
Leeds,Melbourne,9306
Leeds,Mexico City,8835
Leeds,Milan,1069
Leeds,Montevideo,4717
Leeds,Moscow,2315
Leeds,Munich,870
Leeds,Nagasaki,9239
Leeds,Nagoya,9207
Leeds,Nairobi,6644
Leeds,Nanjing (Nanking),8731
Leeds,Naples,1733
Leeds,New Delhi,6598
Leeds,Newcastle-on-Tyne,125
Leeds,Odessa,2219
Leeds,Osaka,9297
Leeds,Oslo,879
Leeds,Panama City,8449
Leeds,Paramaribo,7203
Leeds,Paris,556
Leeds,Perth,8643
Leeds,Plymouth,418
Leeds,Port Moresby,12360
Leeds,Prague,944
Leeds,Rangoon,8845
Leeds,Reykjavk,1669
Leeds,Rio de Janeiro,4903
Leeds,Rome,1555
Leeds,Salvador,5590
Leeds,Santiago,5763
Leeds,St. Petersburg,1879
Leeds,So Paulo,5026
Leeds,Shanghai,8982
Leeds,Singapore,10712
Leeds,Sofia,2028
Leeds,Stockholm,1221
Leeds,Sydney,9861
Leeds,Tananarive,5524
Leeds,Teheran,4340
Leeds,Tokyo,9345
Leeds,Tripoli,2505
Leeds,Venice,1202
Leeds,Veracruz,8621
Leeds,Vienna,1198
Leeds,Vladivostok,8296
Leeds,Warsaw,1328
Leeds,Wellington,9473
Leeds,Zrich,852
Lima,Aberdeen,7953
Lima,Adelaide,6623
Lima,Algiers,7812
Lima,Amsterdam,7778
Lima,Ankara,5338
Lima,Asuncin,2542
Lima,Athens,6026
Lima,Auckland,9851
Lima,Bangkok,2509
Lima,Barcelona,7823
Lima,Beijing,4903
Lima,Belm,3403
Lima,Belfast,7739
Lima,Belgrade,6472
Lima,Berlin,7195
Lima,Birmingham,7980
